age,income_usd,savings_usd,time_horizon,risk_tolerance,goal,stocks,etfs,bonds,crypto,cash,risk_score,risk_label,expected_return_pct
28,26000,11000,25,medium,wealth_building,48.3,24.8,15.0,5.0,6.9,64.5,Medium,6.9
41,40000,22000,15,high,house,54.8,22.0,8.2,10.0,5.0,80.4,High,11.4
31,40000,11500,35,medium,house,47.4,24.9,15.8,5.0,6.9,47.3,Medium,7.8
53,73000,34500,7,medium,wealth_preservation,41.8,25.4,21.5,4.3,7.0,65.3,Medium,8.3
36,64000,8000,15,medium,retirement,46.1,24.9,17.0,5.0,7.0,53.0,Medium,7.0
38,29000,16000,10,high,house,55.5,22.0,7.5,10.0,5.0,92.3,High,13.8
27,23000,8000,35,medium,retirement,48.5,24.8,14.8,5.0,6.9,55.6,Medium,9.5
31,45000,24000,15,medium,house,47.4,24.9,15.8,5.0,6.9,62.0,Medium,9.8
37,56000,39000,15,high,retirement,55.8,22.0,7.3,10.0,4.9,76.4,High,9.7
43,51000,16000,15,medium,retirement,44.3,25.1,18.8,4.8,7.0,55.0,Medium,8.3
41,46000,25500,10,medium,house,44.8,25.0,18.3,4.9,7.0,67.4,High,7.4
26,32000,9500,30,low,wealth_building,29.0,19.8,31.4,2.0,17.8,24.0,Low,5.1
37,38000,6000,10,high,retirement,55.8,22.0,7.3,10.0,4.9,91.1,High,9.3
50,69000,52000,10,medium,passive_income,42.5,25.3,20.6,4.5,7.1,57.7,Medium,8.1
44,46000,24000,10,high,children_education,54.1,22.1,9.0,9.8,5.0,90.5,High,13.0
27,36000,17500,35,high,wealth_building,58.4,21.8,4.8,9.9,5.1,96.7,High,9.2
35,36000,20000,5,low,house,26.4,19.9,33.7,2.0,18.0,29.4,Low,6.1
60,80000,47500,2,medium,retirement,29.7,25.6,31.6,0.8,12.3,54.9,Medium,8.9
37,49000,8500,7,high,children_education,55.8,22.0,7.3,10.0,4.9,99.8,High,14.4
28,45000,8000,25,high,house,58.2,21.8,5.1,9.9,5.0,84.4,High,13.0
30,28000,6000,20,medium,education,47.7,24.9,15.5,5.0,6.9,58.8,Medium,7.9
32,27000,13500,35,medium,wealth_building,47.2,24.9,16.0,5.0,6.9,51.7,Medium,8.5
29,40000,16500,35,high,education,57.9,21.9,5.3,9.9,5.0,96.9,High,13.5
39,37000,28500,15,medium,retirement,45.3,25.0,17.7,5.0,7.0,56.5,Medium,8.7
24,32000,7000,25,medium,retirement,49.3,24.8,14.0,5.0,6.9,58.7,Medium,8.9
40,47000,25000,5,medium,retirement,45.0,25.0,18.0,5.0,7.0,58.3,Medium,9.3
49,69000,49000,10,low,retirement,22.5,20.2,37.6,1.5,18.2,29.2,Low,5.9
50,46000,18500,5,low,wealth_preservation,22.3,20.2,37.9,1.4,18.2,25.0,Low,5.0
50,72000,43500,5,low,passive_income,22.3,20.2,37.9,1.4,18.2,25.6,Low,6.9
25,52000,15000,15,low,wealth_building,29.2,19.8,31.1,2.0,17.9,28.2,Low,4.9
33,40000,17500,35,low,house,27.0,19.9,33.2,2.0,17.9,21.4,Low,6.1
35,52000,17000,5,medium,house,46.4,24.9,16.7,5.0,7.0,68.5,High,9.2
41,42000,18500,5,high,retirement,54.8,22.0,8.2,10.0,5.0,89.5,High,14.5
37,48000,33500,5,low,wealth_building,25.9,20.0,34.2,2.0,17.9,29.7,Low,4.4
27,42000,14000,25,medium,retirement,48.5,24.8,14.8,5.0,6.9,59.3,Medium,9.3
26,40000,7000,30,high,house,58.7,21.8,4.6,9.9,5.0,90.5,High,10.0
48,58000,37000,7,low,retirement,22.8,20.2,37.3,1.5,18.2,18.0,Low,6.0
29,32000,9500,20,low,retirement,28.1,19.9,32.1,2.0,17.9,26.6,Low,6.6
57,72000,19500,3,low,passive_income,10.1,20.4,48.1,-2.1,23.5,0.0,Low,5.9
33,37000,18500,25,low,retirement,27.0,19.9,33.2,2.0,17.9,18.2,Low,5.0
34,45000,18500,25,medium,wealth_building,46.6,24.9,16.5,5.0,7.0,53.6,Medium,6.5
63,59000,69500,2,low,retirement,8.3,20.6,49.9,-2.4,23.6,13.6,Low,4.7
37,58000,7000,20,medium,retirement,45.8,25.0,17.2,5.0,7.0,56.4,Medium,7.4
23,25000,3000,30,high,retirement,59.5,21.8,3.9,9.9,4.9,88.8,High,9.1
31,29000,10500,20,high,education,57.4,21.9,5.8,9.9,5.0,82.2,High,12.4
35,35000,19000,10,high,wealth_building,56.3,21.9,6.8,10.0,5.0,86.1,High,11.0
41,42000,31000,7,medium,house,44.8,25.0,18.3,4.9,7.0,60.5,Medium,8.9
36,48000,18500,5,medium,children_education,46.1,24.9,17.0,5.0,7.0,67.3,High,8.7
53,56000,10500,3,low,wealth_preservation,11.3,20.3,46.9,-1.8,23.3,12.2,Low,4.9
39,36000,10000,7,medium,retirement,45.3,25.0,17.7,5.0,7.0,56.3,Medium,7.2
22,20000,8500,20,medium,house,49.9,24.7,13.5,4.9,7.0,64.6,Medium,6.5
53,65000,42500,5,medium,passive_income,41.8,25.4,21.5,4.3,7.0,62.9,Medium,6.7
24,50000,22000,15,high,retirement,59.2,21.8,4.1,9.9,5.0,82.5,High,11.4
34,36000,14500,30,medium,house,46.6,24.9,16.5,5.0,7.0,52.2,Medium,9.5
46,45000,37500,10,medium,retirement,43.5,25.2,19.6,4.7,7.0,60.6,Medium,9.3
24,29000,8000,35,high,house,59.2,21.8,4.1,9.9,5.0,95.1,High,9.3
22,36000,4000,15,medium,house,49.9,24.7,13.5,4.9,7.0,56.0,Medium,9.0
29,44000,22500,30,medium,wealth_building,48.0,24.8,15.3,5.0,6.9,57.6,Medium,9.2
43,45000,10500,10,low,retirement,24.2,20.1,35.8,1.8,18.1,23.7,Low,5.4
35,52000,11000,10,medium,house,46.4,24.9,16.7,5.0,7.0,64.4,Medium,9.1
61,74000,19500,7,medium,passive_income,39.7,25.6,23.6,3.8,7.3,44.1,Medium,9.4
29,32000,10500,25,medium,retirement,48.0,24.8,15.3,5.0,6.9,57.9,Medium,6.6
37,40000,27500,10,medium,wealth_building,45.8,25.0,17.2,5.0,7.0,64.6,Medium,9.2
48,54000,18000,15,medium,retirement,43.0,25.2,20.1,4.6,7.1,52.9,Medium,9.2
50,75000,65000,5,medium,retirement,42.5,25.3,20.6,4.5,7.1,58.9,Medium,7.6
28,30000,9000,35,medium,wealth_building,48.3,24.8,15.0,5.0,6.9,56.9,Medium,8.9
27,37000,9500,30,medium,wealth_building,48.5,24.8,14.8,5.0,6.9,62.9,Medium,6.6
53,80000,30000,5,low,retirement,21.4,20.3,38.7,1.2,18.4,20.9,Low,5.9
38,49000,32500,15,medium,retirement,45.5,25.0,17.5,5.0,7.0,56.7,Medium,7.9
53,65000,58000,3,low,retirement,11.3,20.3,46.9,-1.8,23.3,6.1,Low,4.3
51,59000,53000,3,high,travel,42.3,22.3,18.9,6.4,10.1,75.7,High,10.6
24,29000,3500,30,medium,wealth_building,49.3,24.8,14.0,5.0,6.9,67.5,High,7.0
28,45000,12500,20,medium,house,48.3,24.8,15.0,5.0,6.9,62.1,Medium,8.4
44,56000,22000,10,low,retirement,23.9,20.1,36.1,1.8,18.1,25.4,Low,5.2
48,68000,24500,10,low,retirement,22.8,20.2,37.3,1.5,18.2,27.6,Low,5.5
34,41000,7000,30,low,education,26.7,19.9,33.4,2.0,18.0,17.2,Low,6.2
24,49000,23000,25,medium,retirement,49.3,24.8,14.0,5.0,6.9,54.8,Medium,7.2
38,59000,44500,10,medium,children_education,45.5,25.0,17.5,5.0,7.0,64.1,Medium,8.6
30,53000,25500,25,medium,education,47.7,24.9,15.5,5.0,6.9,54.1,Medium,8.8
37,56000,15500,7,medium,retirement,45.8,25.0,17.2,5.0,7.0,59.3,Medium,8.7
28,27000,2500,15,high,wealth_building,58.2,21.8,5.1,9.9,5.0,93.0,High,10.4
50,66000,31500,5,medium,retirement,42.5,25.3,20.6,4.5,7.1,60.2,Medium,9.9
41,48000,29500,10,medium,wealth_building,44.8,25.0,18.3,4.9,7.0,60.6,Medium,6.6
33,41000,10000,25,high,retirement,56.9,21.9,6.3,10.0,4.9,85.8,High,14.7
51,66000,33000,5,low,travel,22.0,20.3,38.1,1.4,18.2,21.4,Low,4.4
37,29000,10000,5,medium,retirement,45.8,25.0,17.2,5.0,7.0,61.5,Medium,7.2
52,62000,27000,5,medium,retirement,42.0,25.4,21.2,4.3,7.1,64.8,Medium,9.1
24,29000,13000,25,medium,wealth_building,49.3,24.8,14.0,5.0,6.9,57.9,Medium,7.9
34,40000,11500,30,medium,house,46.6,24.9,16.5,5.0,7.0,48.5,Medium,6.7
30,45000,13000,30,medium,retirement,47.7,24.9,15.5,5.0,6.9,53.7,Medium,6.7
33,41000,21500,10,low,house,27.0,19.9,33.2,2.0,17.9,27.9,Low,5.5
42,45000,29500,15,medium,retirement,44.5,25.1,18.5,4.9,7.0,47.8,Medium,9.6
35,29000,5500,10,medium,retirement,46.4,24.9,16.7,5.0,7.0,66.4,High,8.1
51,55000,35000,5,low,passive_income,22.0,20.3,38.1,1.4,18.2,25.6,Low,4.5
47,46000,31500,7,low,wealth_building,23.1,20.2,37.0,1.6,18.1,22.2,Low,6.4
60,62000,65500,3,high,passive_income,40.0,22.5,21.3,5.9,10.3,72.4,High,13.8
26,39000,4000,30,medium,wealth_building,48.8,24.8,14.5,5.0,6.9,57.2,Medium,7.8
43,47000,10500,5,low,house,24.2,20.1,35.8,1.8,18.1,32.2,Low,6.2
40,37000,5500,10,high,wealth_building,55.0,22.0,8.0,10.0,5.0,86.6,High,11.0
42,52000,8000,5,medium,wealth_building,44.5,25.1,18.5,4.9,7.0,66.6,High,8.9
25,38000,16500,30,high,retirement,59.0,21.8,4.4,9.9,4.9,87.2,High,14.0
51,68000,24000,2,medium,retirement,32.1,25.3,29.0,1.4,12.2,58.6,Medium,7.7
37,22000,6500,5,low,retirement,25.9,20.0,34.2,2.0,17.9,33.3,Medium,4.9
55,71000,45000,2,low,retirement,10.7,20.4,47.5,-1.9,23.3,28.4,Low,5.3
25,32000,14500,35,high,wealth_building,59.0,21.8,4.4,9.9,4.9,90.3,High,12.7
51,72000,40500,10,medium,retirement,42.3,25.3,20.9,4.4,7.1,58.2,Medium,9.2
52,53000,30500,10,low,wealth_preservation,21.7,20.3,38.4,1.3,18.3,25.3,Low,4.1
39,59000,9500,15,medium,retirement,45.3,25.0,17.7,5.0,7.0,54.5,Medium,7.6
33,38000,7500,30,medium,retirement,46.9,24.9,16.3,5.0,6.9,53.8,Medium,8.1
40,49000,32500,10,medium,retirement,45.0,25.0,18.0,5.0,7.0,68.6,High,8.0
36,51000,18000,7,medium,house,46.1,24.9,17.0,5.0,7.0,69.3,High,8.0
40,56000,39500,7,medium,wealth_building,45.0,25.0,18.0,5.0,7.0,58.4,Medium,7.7
43,57000,12000,20,low,children_education,24.2,20.1,35.8,1.8,18.1,13.9,Low,6.1
42,63000,51000,10,high,house,54.5,22.1,8.5,9.9,5.0,91.2,High,12.2
38,50000,18500,10,high,retirement,55.5,22.0,7.5,10.0,5.0,86.2,High,11.7
28,49000,8000,25,medium,retirement,48.3,24.8,15.0,5.0,6.9,61.3,Medium,6.5
28,32000,17500,20,medium,retirement,48.3,24.8,15.0,5.0,6.9,58.2,Medium,8.6
25,31000,3000,30,medium,retirement,49.1,24.8,14.3,5.0,6.8,53.8,Medium,7.2
44,46000,30000,10,high,retirement,54.1,22.1,9.0,9.8,5.0,90.0,High,13.7
45,60000,29000,20,medium,house,43.8,25.2,19.3,4.7,7.0,48.3,Medium,7.8
64,78000,91500,3,high,travel,38.9,22.7,22.4,5.7,10.3,63.9,Medium,10.5
38,34000,4500,7,medium,retirement,45.5,25.0,17.5,5.0,7.0,63.5,Medium,7.1
55,62000,48500,5,high,retirement,51.4,22.4,11.8,9.3,5.1,89.6,High,10.5
61,74000,72500,2,medium,retirement,29.4,25.6,31.8,0.8,12.4,51.1,Medium,7.1
52,62000,61000,3,high,travel,42.0,22.3,19.2,6.4,10.1,73.1,High,12.3
29,33000,8000,20,high,retirement,57.9,21.9,5.3,9.9,5.0,82.0,High,13.4
22,36000,6500,20,low,wealth_building,30.1,19.8,30.4,2.0,17.7,27.0,Low,6.1
34,44000,26000,25,medium,retirement,46.6,24.9,16.5,5.0,7.0,56.7,Medium,8.0
